Yosemite,12/4/15,30.265,0.0384,1.92,0.72,2
Yosemite,12/5/15,33.435,0,3.95,0.64,2
Yosemite,12/6/15,35.34,0.0312,4.93,0.59,2
Yosemite,12/7/15,35.115,0.0288,1.5,0.73,2
Zion,11/30/15,30.155,0,3.55,0.44,3
Zion,12/1/15,38.345,0,4.5,0.43,3
Zion,12/2/15,40.97,0,8.14,0.41,3
Zion,12/3/15,39.24,0,3.2,0.41,3
Zion,12/4/15,34.005,0,4.98,0.46,3
Zion,12/5/15,38.04,0,5.67,0.35,3
Zion,12/6/15,38.86,0,2.39,0.34,3
Zion,12/7/15,39.17,0,6.84,0.43,3
Channel Islands,12/8/15,59.3,0,6.52,0.65,1
Crater Lake,12/8/15,46.985,0.0936,5.71,0.96,1
Death Valley,12/8/15,61.055,0,2.81,0.35,3
Denali,12/8/15,1.24,0,3.77,0.79,1
Gates of the Arctic,12/8/15,1.65,0,6.61,0.86,1
Glacier,12/8/15,31.635,1.8864,3.26,0.97,1
Great Basin,12/8/15,33.05,0,3.95,0.65,1
Haleakala,12/8/15,75.42,0,20.69,0.76,2
HawaiÌÓi Volcanoes,12/8/15,49.765,0,4.75,0.71,1
Joshua Tree,12/8/15,58.555,0,7.59,0.29,4
Katmai,12/8/15,23.07,0.072,4.49,0.92,1
Kenai Fjords,12/8/15,26.1,0.852,6.37,0.96,1
Kings Canyon,12/8/15,37.875,0.0144,1.94,0.52,1
Lake Clark,12/8/15,17.05,0.1728,6.57,0.83,1
Lassen Volcanic,12/8/15,37.38,0.036,2.67,0.92,1
Mount Rainier,12/8/15,46.115,0.8016,5.46,0.98,1
National Park of American Samoa,12/8/15,82.205,0.072,14.86,0.78,1
North Cascades,12/8/15,41.81,1.3104,3.86,0.98,1
Olympic,12/8/15,47.475,1.6104,5.59,0.96,2
Pinnacles,12/8/15,56.95,0.0144,4.3,0.8,1
Redwood,12/8/15,54.5,0.0792,5.13,0.89,1
Sequoia,12/8/15,35.545,0.0144,2.55,0.53,2
Wrangell-St. Elias,12/8/15,8.865,0.0696,4.3,0.77,1
Yosemite,12/8/15,39.145,0.0384,1.01,0.68,2
